modbusAddr,name,register,datatype,desc
300001,AutbusPADev1_slot0_var1.AutbusPADev1_slot0_var1,Input Registers,USINT,InData1
300002,AutbusPADev1_slot0_var2.AutbusPADev1_slot0_var2,Input Registers,UINT,InData2
300003,AutbusPADev1_slot0_var3.AutbusPADev1_slot0_var3,Input Registers,ULINT,timer
300007,AutbusPADev1_slot0_var4.AutbusPADev1_slot0_var4,Input Registers,UINT,year
300008,AutbusPADev1_slot0_var5.AutbusPADev1_slot0_var5,Input Registers,USINT,month
300009,AutbusPADev1_slot0_var6.AutbusPADev1_slot0_var6,Input Registers,USINT,day
300010,AutbusPADev1_slot0_var7.AutbusPADev1_slot0_var7,Input Registers,USINT,hour
300011,AutbusPADev1_slot0_var8.AutbusPADev1_slot0_var8,Input Registers,USINT,minute
300012,AutbusPADev1_slot0_var9.AutbusPADev1_slot0_var9,Input Registers,USINT,second
400001,AutbusPADev1_slot0_var10.AutbusPADev1_slot0_var10,Holding Registers,USINT,OutData1
400002,AutbusPADev1_slot0_var11.AutbusPADev1_slot0_var11,Holding Registers,USINT,OutData2
300013,AutbusPADev1_slot0_alarm1.AutbusPADev1_slot0_alarm1,Input Registers,USINT,alarm1
300014,AutbusPADev1_slot0_alarm2.AutbusPADev1_slot0_alarm2,Input Registers,USINT,alarm2
400003,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400004,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300015,null.null,Input Registers,UINT,undefined
300016,AutbusPADev2_slot0_var1.AutbusPADev2_slot0_var1,Input Registers,REAL,当前输出湿度值
300018,AutbusPADev2_slot0_var2.AutbusPADev2_slot0_var2,Input Registers,REAL,当前输出温度值 
300020,AutbusPADev2_slot0_alarm1.AutbusPADev2_slot0_alarm1,Input Registers,USINT,仪表正常
300021,AutbusPADev2_slot0_alarm2.AutbusPADev2_slot0_alarm2,Input Registers,USINT,湿度传感器开路故障
300022,AutbusPADev2_slot0_alarm3.AutbusPADev2_slot0_alarm3,Input Registers,USINT,湿度传感器短路故障
300023,AutbusPADev2_slot0_alarm4.AutbusPADev2_slot0_alarm4,Input Registers,USINT,温度传感器开路故障
300024,AutbusPADev2_slot0_alarm5.AutbusPADev2_slot0_alarm5,Input Registers,USINT,温度传感器短路故障
300025,AutbusPADev2_slot0_alarm6.AutbusPADev2_slot0_alarm6,Input Registers,USINT,湿度超传感器极限故障
300026,AutbusPADev2_slot0_alarm7.AutbusPADev2_slot0_alarm7,Input Registers,USINT,温度超传感器极限故障
300027,AutbusPADev2_slot0_alarm8.AutbusPADev2_slot0_alarm8,Input Registers,USINT,湿度超量程上限故障
300028,AutbusPADev2_slot0_alarm9.AutbusPADev2_slot0_alarm9,Input Registers,USINT,湿度超量程下限故障
300029,AutbusPADev2_slot0_alarm10.AutbusPADev2_slot0_alarm10,Input Registers,USINT,温度超量程上限故障
300030,AutbusPADev2_slot0_alarm11.AutbusPADev2_slot0_alarm11,Input Registers,USINT,温度超量程下限故障
300031,AutbusPADev2_slot0_alarm12.AutbusPADev2_slot0_alarm12,Input Registers,USINT,环境温度超限故障
300032,AutbusPADev2_slot0_alarm13.AutbusPADev2_slot0_alarm13,Input Registers,USINT,硬件故障-供电异常
300033,AutbusPADev2_slot0_alarm14.AutbusPADev2_slot0_alarm14,Input Registers,USINT,硬件故障-模拟输出异常
300034,AutbusPADev2_slot0_alarm15.AutbusPADev2_slot0_alarm15,Input Registers,USINT,其他硬件故障
400005,null.null,Holding Registers,USINT,湿度显示单位(0 ~ 0) 
400006,null.null,Holding Registers,USINT,温度显示单位(0 ~ 0) 
400007,null.null,Holding Registers,USINT,写保护(0 ~ 1) 
400008,null.null,Holding Registers,REAL,湿度量程上限(0 ~ 0) 
400010,null.null,Holding Registers,REAL,湿度量程下限(0 ~ 0) 
400012,null.null,Holding Registers,REAL,温度量程上限(0 ~ 0) ℃
400014,null.null,Holding Registers,REAL,温度量程下限(0 ~ 0) ℃
400016,null.null,Holding Registers,REAL,湿度上限标定设定点(0 ~ 0) 
400018,null.null,Holding Registers,REAL,湿度下限标定设定点(0 ~ 0) 
400020,null.null,Holding Registers,REAL,温度上限标定设定点(0 ~ 0) ℃
400022,null.null,Holding Registers,REAL,温度下限标定设定点(0 ~ 0) ℃
400024,null.null,Holding Registers,USINT,湿度传感器型号(0 ~ 4) 
400025,null.null,Holding Registers,USINT,温度传感器型号(0 ~ 4) 
400026,null.null,Holding Registers,REAL,湿度传感器上限(0 ~ 0) 
400028,null.null,Holding Registers,REAL,湿度传感器下限(0 ~ 0) 
400030,null.null,Holding Registers,REAL,温度传感器上限(0 ~ 0) ℃
400032,null.null,Holding Registers,REAL,温度传感器下限(0 ~ 0) ℃
400034,null.null,Holding Registers,REAL,湿度最小测范围(0 ~ 0) 
400036,null.null,Holding Registers,REAL,温度最小测范围(0 ~ 0) ℃
300035,null.null,Input Registers,UINT,undefined
300036,AutbusPADev3_slot0_var1.AutbusPADev3_slot0_var1,Input Registers,USINT,InData1
300037,AutbusPADev3_slot0_var2.AutbusPADev3_slot0_var2,Input Registers,UINT,InData2
300038,AutbusPADev3_slot0_var3.AutbusPADev3_slot0_var3,Input Registers,ULINT,timer
300042,AutbusPADev3_slot0_var4.AutbusPADev3_slot0_var4,Input Registers,UINT,year
300043,AutbusPADev3_slot0_var5.AutbusPADev3_slot0_var5,Input Registers,USINT,month
300044,AutbusPADev3_slot0_var6.AutbusPADev3_slot0_var6,Input Registers,USINT,day
300045,AutbusPADev3_slot0_var7.AutbusPADev3_slot0_var7,Input Registers,USINT,hour
300046,AutbusPADev3_slot0_var8.AutbusPADev3_slot0_var8,Input Registers,USINT,minute
300047,AutbusPADev3_slot0_var9.AutbusPADev3_slot0_var9,Input Registers,USINT,second
400038,AutbusPADev3_slot0_var10.AutbusPADev3_slot0_var10,Holding Registers,USINT,OutData1
400039,AutbusPADev3_slot0_var11.AutbusPADev3_slot0_var11,Holding Registers,USINT,OutData2
300048,AutbusPADev3_slot0_alarm1.AutbusPADev3_slot0_alarm1,Input Registers,USINT,alarm1
300049,AutbusPADev3_slot0_alarm2.AutbusPADev3_slot0_alarm2,Input Registers,USINT,alarm2
400040,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400041,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300050,null.null,Input Registers,UINT,undefined
300051,AutbusPADev4_slot0_var1.AutbusPADev4_slot0_var1,Input Registers,USINT,InData1
300052,AutbusPADev4_slot0_var2.AutbusPADev4_slot0_var2,Input Registers,UINT,InData2
300053,AutbusPADev4_slot0_var3.AutbusPADev4_slot0_var3,Input Registers,ULINT,timer
300057,AutbusPADev4_slot0_var4.AutbusPADev4_slot0_var4,Input Registers,UINT,year
300058,AutbusPADev4_slot0_var5.AutbusPADev4_slot0_var5,Input Registers,USINT,month
300059,AutbusPADev4_slot0_var6.AutbusPADev4_slot0_var6,Input Registers,USINT,day
300060,AutbusPADev4_slot0_var7.AutbusPADev4_slot0_var7,Input Registers,USINT,hour
300061,AutbusPADev4_slot0_var8.AutbusPADev4_slot0_var8,Input Registers,USINT,minute
300062,AutbusPADev4_slot0_var9.AutbusPADev4_slot0_var9,Input Registers,USINT,second
400042,AutbusPADev4_slot0_var10.AutbusPADev4_slot0_var10,Holding Registers,USINT,OutData1
400043,AutbusPADev4_slot0_var11.AutbusPADev4_slot0_var11,Holding Registers,USINT,OutData2
300063,AutbusPADev4_slot0_alarm1.AutbusPADev4_slot0_alarm1,Input Registers,USINT,alarm1
300064,AutbusPADev4_slot0_alarm2.AutbusPADev4_slot0_alarm2,Input Registers,USINT,alarm2
400044,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400045,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300065,null.null,Input Registers,UINT,undefined
300066,AutbusPADev5_slot0_var1.AutbusPADev5_slot0_var1,Input Registers,USINT,InData1
300067,AutbusPADev5_slot0_var2.AutbusPADev5_slot0_var2,Input Registers,UINT,InData2
300068,AutbusPADev5_slot0_var3.AutbusPADev5_slot0_var3,Input Registers,ULINT,timer
300072,AutbusPADev5_slot0_var4.AutbusPADev5_slot0_var4,Input Registers,UINT,year
300073,AutbusPADev5_slot0_var5.AutbusPADev5_slot0_var5,Input Registers,USINT,month
300074,AutbusPADev5_slot0_var6.AutbusPADev5_slot0_var6,Input Registers,USINT,day
300075,AutbusPADev5_slot0_var7.AutbusPADev5_slot0_var7,Input Registers,USINT,hour
300076,AutbusPADev5_slot0_var8.AutbusPADev5_slot0_var8,Input Registers,USINT,minute
300077,AutbusPADev5_slot0_var9.AutbusPADev5_slot0_var9,Input Registers,USINT,second
400046,AutbusPADev5_slot0_var10.AutbusPADev5_slot0_var10,Holding Registers,USINT,OutData1
400047,AutbusPADev5_slot0_var11.AutbusPADev5_slot0_var11,Holding Registers,USINT,OutData2
300078,AutbusPADev5_slot0_alarm1.AutbusPADev5_slot0_alarm1,Input Registers,USINT,alarm1
300079,AutbusPADev5_slot0_alarm2.AutbusPADev5_slot0_alarm2,Input Registers,USINT,alarm2
400048,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400049,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300080,null.null,Input Registers,UINT,undefined
300081,AutbusPADev6_slot0_var1.AutbusPADev6_slot0_var1,Input Registers,USINT,InData1
300082,AutbusPADev6_slot0_var2.AutbusPADev6_slot0_var2,Input Registers,UINT,InData2
300083,AutbusPADev6_slot0_var3.AutbusPADev6_slot0_var3,Input Registers,ULINT,timer
300087,AutbusPADev6_slot0_var4.AutbusPADev6_slot0_var4,Input Registers,UINT,year
300088,AutbusPADev6_slot0_var5.AutbusPADev6_slot0_var5,Input Registers,USINT,month
300089,AutbusPADev6_slot0_var6.AutbusPADev6_slot0_var6,Input Registers,USINT,day
300090,AutbusPADev6_slot0_var7.AutbusPADev6_slot0_var7,Input Registers,USINT,hour
300091,AutbusPADev6_slot0_var8.AutbusPADev6_slot0_var8,Input Registers,USINT,minute
300092,AutbusPADev6_slot0_var9.AutbusPADev6_slot0_var9,Input Registers,USINT,second
400050,AutbusPADev6_slot0_var10.AutbusPADev6_slot0_var10,Holding Registers,USINT,OutData1
400051,AutbusPADev6_slot0_var11.AutbusPADev6_slot0_var11,Holding Registers,USINT,OutData2
300093,AutbusPADev6_slot0_alarm1.AutbusPADev6_slot0_alarm1,Input Registers,USINT,alarm1
300094,AutbusPADev6_slot0_alarm2.AutbusPADev6_slot0_alarm2,Input Registers,USINT,alarm2
400052,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400053,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300095,null.null,Input Registers,UINT,undefined
300096,AutbusPADev7_slot0_var1.AutbusPADev7_slot0_var1,Input Registers,USINT,InData1
300097,AutbusPADev7_slot0_var2.AutbusPADev7_slot0_var2,Input Registers,UINT,InData2
300098,AutbusPADev7_slot0_var3.AutbusPADev7_slot0_var3,Input Registers,ULINT,timer
300102,AutbusPADev7_slot0_var4.AutbusPADev7_slot0_var4,Input Registers,UINT,year
300103,AutbusPADev7_slot0_var5.AutbusPADev7_slot0_var5,Input Registers,USINT,month
300104,AutbusPADev7_slot0_var6.AutbusPADev7_slot0_var6,Input Registers,USINT,day
300105,AutbusPADev7_slot0_var7.AutbusPADev7_slot0_var7,Input Registers,USINT,hour
300106,AutbusPADev7_slot0_var8.AutbusPADev7_slot0_var8,Input Registers,USINT,minute
300107,AutbusPADev7_slot0_var9.AutbusPADev7_slot0_var9,Input Registers,USINT,second
400054,AutbusPADev7_slot0_var10.AutbusPADev7_slot0_var10,Holding Registers,USINT,OutData1
400055,AutbusPADev7_slot0_var11.AutbusPADev7_slot0_var11,Holding Registers,USINT,OutData2
300108,AutbusPADev7_slot0_alarm1.AutbusPADev7_slot0_alarm1,Input Registers,USINT,alarm1
300109,AutbusPADev7_slot0_alarm2.AutbusPADev7_slot0_alarm2,Input Registers,USINT,alarm2
400056,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400057,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300110,null.null,Input Registers,UINT,undefined
300111,AutbusPADev8_slot0_var1.AutbusPADev8_slot0_var1,Input Registers,USINT,InData1
300112,AutbusPADev8_slot0_var2.AutbusPADev8_slot0_var2,Input Registers,UINT,InData2
300113,AutbusPADev8_slot0_var3.AutbusPADev8_slot0_var3,Input Registers,ULINT,timer
300117,AutbusPADev8_slot0_var4.AutbusPADev8_slot0_var4,Input Registers,UINT,year
300118,AutbusPADev8_slot0_var5.AutbusPADev8_slot0_var5,Input Registers,USINT,month
300119,AutbusPADev8_slot0_var6.AutbusPADev8_slot0_var6,Input Registers,USINT,day
300120,AutbusPADev8_slot0_var7.AutbusPADev8_slot0_var7,Input Registers,USINT,hour
300121,AutbusPADev8_slot0_var8.AutbusPADev8_slot0_var8,Input Registers,USINT,minute
300122,AutbusPADev8_slot0_var9.AutbusPADev8_slot0_var9,Input Registers,USINT,second
400058,AutbusPADev8_slot0_var10.AutbusPADev8_slot0_var10,Holding Registers,USINT,OutData1
400059,AutbusPADev8_slot0_var11.AutbusPADev8_slot0_var11,Holding Registers,USINT,OutData2
300123,AutbusPADev8_slot0_alarm1.AutbusPADev8_slot0_alarm1,Input Registers,USINT,alarm1
300124,AutbusPADev8_slot0_alarm2.AutbusPADev8_slot0_alarm2,Input Registers,USINT,alarm2
400060,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400061,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300125,null.null,Input Registers,UINT,undefined
300126,AutbusPADev9_slot0_var1.AutbusPADev9_slot0_var1,Input Registers,USINT,InData1
300127,AutbusPADev9_slot0_var2.AutbusPADev9_slot0_var2,Input Registers,UINT,InData2
300128,AutbusPADev9_slot0_var3.AutbusPADev9_slot0_var3,Input Registers,ULINT,timer
300132,AutbusPADev9_slot0_var4.AutbusPADev9_slot0_var4,Input Registers,UINT,year
300133,AutbusPADev9_slot0_var5.AutbusPADev9_slot0_var5,Input Registers,USINT,month
300134,AutbusPADev9_slot0_var6.AutbusPADev9_slot0_var6,Input Registers,USINT,day
300135,AutbusPADev9_slot0_var7.AutbusPADev9_slot0_var7,Input Registers,USINT,hour
300136,AutbusPADev9_slot0_var8.AutbusPADev9_slot0_var8,Input Registers,USINT,minute
300137,AutbusPADev9_slot0_var9.AutbusPADev9_slot0_var9,Input Registers,USINT,second
400062,AutbusPADev9_slot0_var10.AutbusPADev9_slot0_var10,Holding Registers,USINT,OutData1
400063,AutbusPADev9_slot0_var11.AutbusPADev9_slot0_var11,Holding Registers,USINT,OutData2
300138,AutbusPADev9_slot0_alarm1.AutbusPADev9_slot0_alarm1,Input Registers,USINT,alarm1
300139,AutbusPADev9_slot0_alarm2.AutbusPADev9_slot0_alarm2,Input Registers,USINT,alarm2
400064,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400065,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300140,null.null,Input Registers,UINT,undefined
300141,AutbusPADev10_slot0_var1.AutbusPADev10_slot0_var1,Input Registers,USINT,InData1
300142,AutbusPADev10_slot0_var2.AutbusPADev10_slot0_var2,Input Registers,UINT,InData2
300143,AutbusPADev10_slot0_var3.AutbusPADev10_slot0_var3,Input Registers,ULINT,timer
300147,AutbusPADev10_slot0_var4.AutbusPADev10_slot0_var4,Input Registers,UINT,year
300148,AutbusPADev10_slot0_var5.AutbusPADev10_slot0_var5,Input Registers,USINT,month
300149,AutbusPADev10_slot0_var6.AutbusPADev10_slot0_var6,Input Registers,USINT,day
300150,AutbusPADev10_slot0_var7.AutbusPADev10_slot0_var7,Input Registers,USINT,hour
300151,AutbusPADev10_slot0_var8.AutbusPADev10_slot0_var8,Input Registers,USINT,minute
300152,AutbusPADev10_slot0_var9.AutbusPADev10_slot0_var9,Input Registers,USINT,second
400066,AutbusPADev10_slot0_var10.AutbusPADev10_slot0_var10,Holding Registers,USINT,OutData1
400067,AutbusPADev10_slot0_var11.AutbusPADev10_slot0_var11,Holding Registers,USINT,OutData2
300153,AutbusPADev10_slot0_alarm1.AutbusPADev10_slot0_alarm1,Input Registers,USINT,alarm1
300154,AutbusPADev10_slot0_alarm2.AutbusPADev10_slot0_alarm2,Input Registers,USINT,alarm2
400068,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400069,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300155,null.null,Input Registers,UINT,undefined
300156,AutbusPADev11_slot0_var1.AutbusPADev11_slot0_var1,Input Registers,USINT,InData1
300157,AutbusPADev11_slot0_var2.AutbusPADev11_slot0_var2,Input Registers,UINT,InData2
300158,AutbusPADev11_slot0_var3.AutbusPADev11_slot0_var3,Input Registers,ULINT,timer
300162,AutbusPADev11_slot0_var4.AutbusPADev11_slot0_var4,Input Registers,UINT,year
300163,AutbusPADev11_slot0_var5.AutbusPADev11_slot0_var5,Input Registers,USINT,month
300164,AutbusPADev11_slot0_var6.AutbusPADev11_slot0_var6,Input Registers,USINT,day
300165,AutbusPADev11_slot0_var7.AutbusPADev11_slot0_var7,Input Registers,USINT,hour
300166,AutbusPADev11_slot0_var8.AutbusPADev11_slot0_var8,Input Registers,USINT,minute
300167,AutbusPADev11_slot0_var9.AutbusPADev11_slot0_var9,Input Registers,USINT,second
400070,AutbusPADev11_slot0_var10.AutbusPADev11_slot0_var10,Holding Registers,USINT,OutData1
400071,AutbusPADev11_slot0_var11.AutbusPADev11_slot0_var11,Holding Registers,USINT,OutData2
300168,AutbusPADev11_slot0_alarm1.AutbusPADev11_slot0_alarm1,Input Registers,USINT,alarm1
300169,AutbusPADev11_slot0_alarm2.AutbusPADev11_slot0_alarm2,Input Registers,USINT,alarm2
400072,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400073,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300170,null.null,Input Registers,UINT,undefined
300171,AutbusPADev12_slot0_var1.AutbusPADev12_slot0_var1,Input Registers,USINT,InData1
300172,AutbusPADev12_slot0_var2.AutbusPADev12_slot0_var2,Input Registers,UINT,InData2
300173,AutbusPADev12_slot0_var3.AutbusPADev12_slot0_var3,Input Registers,ULINT,timer
300177,AutbusPADev12_slot0_var4.AutbusPADev12_slot0_var4,Input Registers,UINT,year
300178,AutbusPADev12_slot0_var5.AutbusPADev12_slot0_var5,Input Registers,USINT,month
300179,AutbusPADev12_slot0_var6.AutbusPADev12_slot0_var6,Input Registers,USINT,day
300180,AutbusPADev12_slot0_var7.AutbusPADev12_slot0_var7,Input Registers,USINT,hour
300181,AutbusPADev12_slot0_var8.AutbusPADev12_slot0_var8,Input Registers,USINT,minute
300182,AutbusPADev12_slot0_var9.AutbusPADev12_slot0_var9,Input Registers,USINT,second
400074,AutbusPADev12_slot0_var10.AutbusPADev12_slot0_var10,Holding Registers,USINT,OutData1
400075,AutbusPADev12_slot0_var11.AutbusPADev12_slot0_var11,Holding Registers,USINT,OutData2
300183,AutbusPADev12_slot0_alarm1.AutbusPADev12_slot0_alarm1,Input Registers,USINT,alarm1
300184,AutbusPADev12_slot0_alarm2.AutbusPADev12_slot0_alarm2,Input Registers,USINT,alarm2
400076,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400077,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300185,null.null,Input Registers,UINT,undefined
300186,AutbusPADev13_slot0_var1.AutbusPADev13_slot0_var1,Input Registers,USINT,InData1
300187,AutbusPADev13_slot0_var2.AutbusPADev13_slot0_var2,Input Registers,UINT,InData2
300188,AutbusPADev13_slot0_var3.AutbusPADev13_slot0_var3,Input Registers,ULINT,timer
300192,AutbusPADev13_slot0_var4.AutbusPADev13_slot0_var4,Input Registers,UINT,year
300193,AutbusPADev13_slot0_var5.AutbusPADev13_slot0_var5,Input Registers,USINT,month
300194,AutbusPADev13_slot0_var6.AutbusPADev13_slot0_var6,Input Registers,USINT,day
300195,AutbusPADev13_slot0_var7.AutbusPADev13_slot0_var7,Input Registers,USINT,hour
300196,AutbusPADev13_slot0_var8.AutbusPADev13_slot0_var8,Input Registers,USINT,minute
300197,AutbusPADev13_slot0_var9.AutbusPADev13_slot0_var9,Input Registers,USINT,second
400078,AutbusPADev13_slot0_var10.AutbusPADev13_slot0_var10,Holding Registers,USINT,OutData1
400079,AutbusPADev13_slot0_var11.AutbusPADev13_slot0_var11,Holding Registers,USINT,OutData2
300198,AutbusPADev13_slot0_alarm1.AutbusPADev13_slot0_alarm1,Input Registers,USINT,alarm1
300199,AutbusPADev13_slot0_alarm2.AutbusPADev13_slot0_alarm2,Input Registers,USINT,alarm2
400080,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400081,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300200,null.null,Input Registers,UINT,undefined
300201,AutbusPADev14_slot0_var1.AutbusPADev14_slot0_var1,Input Registers,USINT,InData1
300202,AutbusPADev14_slot0_var2.AutbusPADev14_slot0_var2,Input Registers,UINT,InData2
300203,AutbusPADev14_slot0_var3.AutbusPADev14_slot0_var3,Input Registers,ULINT,timer
300207,AutbusPADev14_slot0_var4.AutbusPADev14_slot0_var4,Input Registers,UINT,year
300208,AutbusPADev14_slot0_var5.AutbusPADev14_slot0_var5,Input Registers,USINT,month
300209,AutbusPADev14_slot0_var6.AutbusPADev14_slot0_var6,Input Registers,USINT,day
300210,AutbusPADev14_slot0_var7.AutbusPADev14_slot0_var7,Input Registers,USINT,hour
300211,AutbusPADev14_slot0_var8.AutbusPADev14_slot0_var8,Input Registers,USINT,minute
300212,AutbusPADev14_slot0_var9.AutbusPADev14_slot0_var9,Input Registers,USINT,second
400082,AutbusPADev14_slot0_var10.AutbusPADev14_slot0_var10,Holding Registers,USINT,OutData1
400083,AutbusPADev14_slot0_var11.AutbusPADev14_slot0_var11,Holding Registers,USINT,OutData2
300213,AutbusPADev14_slot0_alarm1.AutbusPADev14_slot0_alarm1,Input Registers,USINT,alarm1
300214,AutbusPADev14_slot0_alarm2.AutbusPADev14_slot0_alarm2,Input Registers,USINT,alarm2
400084,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400085,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300215,null.null,Input Registers,UINT,undefined
300216,AutbusPADev15_slot0_var1.AutbusPADev15_slot0_var1,Input Registers,USINT,InData1
300217,AutbusPADev15_slot0_var2.AutbusPADev15_slot0_var2,Input Registers,UINT,InData2
300218,AutbusPADev15_slot0_var3.AutbusPADev15_slot0_var3,Input Registers,ULINT,timer
300222,AutbusPADev15_slot0_var4.AutbusPADev15_slot0_var4,Input Registers,UINT,year
300223,AutbusPADev15_slot0_var5.AutbusPADev15_slot0_var5,Input Registers,USINT,month
300224,AutbusPADev15_slot0_var6.AutbusPADev15_slot0_var6,Input Registers,USINT,day
300225,AutbusPADev15_slot0_var7.AutbusPADev15_slot0_var7,Input Registers,USINT,hour
300226,AutbusPADev15_slot0_var8.AutbusPADev15_slot0_var8,Input Registers,USINT,minute
300227,AutbusPADev15_slot0_var9.AutbusPADev15_slot0_var9,Input Registers,USINT,second
400086,AutbusPADev15_slot0_var10.AutbusPADev15_slot0_var10,Holding Registers,USINT,OutData1
400087,AutbusPADev15_slot0_var11.AutbusPADev15_slot0_var11,Holding Registers,USINT,OutData2
300228,AutbusPADev15_slot0_alarm1.AutbusPADev15_slot0_alarm1,Input Registers,USINT,alarm1
300229,AutbusPADev15_slot0_alarm2.AutbusPADev15_slot0_alarm2,Input Registers,USINT,alarm2
400088,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400089,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300230,null.null,Input Registers,UINT,undefined
300231,AutbusPADev16_slot0_var1.AutbusPADev16_slot0_var1,Input Registers,USINT,InData1
300232,AutbusPADev16_slot0_var2.AutbusPADev16_slot0_var2,Input Registers,UINT,InData2
300233,AutbusPADev16_slot0_var3.AutbusPADev16_slot0_var3,Input Registers,ULINT,timer
300237,AutbusPADev16_slot0_var4.AutbusPADev16_slot0_var4,Input Registers,UINT,year
300238,AutbusPADev16_slot0_var5.AutbusPADev16_slot0_var5,Input Registers,USINT,month
300239,AutbusPADev16_slot0_var6.AutbusPADev16_slot0_var6,Input Registers,USINT,day
300240,AutbusPADev16_slot0_var7.AutbusPADev16_slot0_var7,Input Registers,USINT,hour
300241,AutbusPADev16_slot0_var8.AutbusPADev16_slot0_var8,Input Registers,USINT,minute
300242,AutbusPADev16_slot0_var9.AutbusPADev16_slot0_var9,Input Registers,USINT,second
400090,AutbusPADev16_slot0_var10.AutbusPADev16_slot0_var10,Holding Registers,USINT,OutData1
400091,AutbusPADev16_slot0_var11.AutbusPADev16_slot0_var11,Holding Registers,USINT,OutData2
300243,AutbusPADev16_slot0_alarm1.AutbusPADev16_slot0_alarm1,Input Registers,USINT,alarm1
300244,AutbusPADev16_slot0_alarm2.AutbusPADev16_slot0_alarm2,Input Registers,USINT,alarm2
400092,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400093,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300245,null.null,Input Registers,UINT,undefined
300246,AutbusPADev17_slot0_var1.AutbusPADev17_slot0_var1,Input Registers,USINT,InData1
300247,AutbusPADev17_slot0_var2.AutbusPADev17_slot0_var2,Input Registers,UINT,InData2
300248,AutbusPADev17_slot0_var3.AutbusPADev17_slot0_var3,Input Registers,ULINT,timer
300252,AutbusPADev17_slot0_var4.AutbusPADev17_slot0_var4,Input Registers,UINT,year
300253,AutbusPADev17_slot0_var5.AutbusPADev17_slot0_var5,Input Registers,USINT,month
300254,AutbusPADev17_slot0_var6.AutbusPADev17_slot0_var6,Input Registers,USINT,day
300255,AutbusPADev17_slot0_var7.AutbusPADev17_slot0_var7,Input Registers,USINT,hour
300256,AutbusPADev17_slot0_var8.AutbusPADev17_slot0_var8,Input Registers,USINT,minute
300257,AutbusPADev17_slot0_var9.AutbusPADev17_slot0_var9,Input Registers,USINT,second
400094,AutbusPADev17_slot0_var10.AutbusPADev17_slot0_var10,Holding Registers,USINT,OutData1
400095,AutbusPADev17_slot0_var11.AutbusPADev17_slot0_var11,Holding Registers,USINT,OutData2
300258,AutbusPADev17_slot0_alarm1.AutbusPADev17_slot0_alarm1,Input Registers,USINT,alarm1
300259,AutbusPADev17_slot0_alarm2.AutbusPADev17_slot0_alarm2,Input Registers,USINT,alarm2
400096,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400097,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300260,null.null,Input Registers,UINT,undefined
300261,AutbusPADev18_slot0_var1.AutbusPADev18_slot0_var1,Input Registers,USINT,InData1
300262,AutbusPADev18_slot0_var2.AutbusPADev18_slot0_var2,Input Registers,UINT,InData2
300263,AutbusPADev18_slot0_var3.AutbusPADev18_slot0_var3,Input Registers,ULINT,timer
300267,AutbusPADev18_slot0_var4.AutbusPADev18_slot0_var4,Input Registers,UINT,year
300268,AutbusPADev18_slot0_var5.AutbusPADev18_slot0_var5,Input Registers,USINT,month
300269,AutbusPADev18_slot0_var6.AutbusPADev18_slot0_var6,Input Registers,USINT,day
300270,AutbusPADev18_slot0_var7.AutbusPADev18_slot0_var7,Input Registers,USINT,hour
300271,AutbusPADev18_slot0_var8.AutbusPADev18_slot0_var8,Input Registers,USINT,minute
300272,AutbusPADev18_slot0_var9.AutbusPADev18_slot0_var9,Input Registers,USINT,second
400098,AutbusPADev18_slot0_var10.AutbusPADev18_slot0_var10,Holding Registers,USINT,OutData1
400099,AutbusPADev18_slot0_var11.AutbusPADev18_slot0_var11,Holding Registers,USINT,OutData2
300273,AutbusPADev18_slot0_alarm1.AutbusPADev18_slot0_alarm1,Input Registers,USINT,alarm1
